date,service,cost,cpu_usage,memory_usage,storage_gb,network_gb
2026-03-23,RDS,84.94,69.06,83.44,251.8,11.76
2026-03-24,S3,450.38747296698534,97.95458046413613,55.89,128.85,11.86
2026-03-25,RDS,99.48,37.75,56.35,151.49,4.27
2026-03-26,S3,103.51,57.23,55.5,180.12,10.28
2026-03-27,S3,123.26,27.13,88.56,261.88,8.59
2026-03-28,S3,85.02,52.17,84.39,218.99,7.72
2026-03-29,S3,114.76,49.34,93.28,151.6,14.05
2026-03-30,S3,505.77879853781724,98.51968333517257,57.61,184.48,8.04
2026-03-31,EC2,99.26,47.43,64.43,169.28,7.58
2026-04-01,RDS,110.12,12.36,37.25,164.51,10.23
2026-04-02,S3,83.16,39.03,82.15,248.94,12.06
2026-04-03,Lambda,105.74,51.86,42.48,131.41,9.58
2026-04-04,RDS,102.5,53.2,63.25,280.44,13.5
2026-04-05,RDS,107.39,29.45,43.54,241.41,11.59
2026-04-06,S3,104.34,75.31,51.17,254.54,3.47
2026-04-07,EC2,136.83,32.68,47.44,176.85,8.41
2026-04-08,S3,90.43,69.39,50.88,192.5,8.31
2026-04-09,EC2,92.04,58.54,51.91,128.34,11.44
2026-04-10,Lambda,90.65,37.08,51.78,173.77,2.13
2026-04-11,RDS,91.67,85.51,72.5,224.68,17.65
2026-04-12,Lambda,90.44,26.13,43.43,264.8,11.59
2026-04-13,EC2,117.84,68.38,63.31,144.64,10.45
2026-04-14,EC2,121.31,70.01,78.27,181.72,13.54
2026-04-15,Lambda,91.44,36.59,52.3,192.44,17.03
2026-04-16,EC2,87.51,77.85,49.23,130.21,12.61
2026-04-17,Lambda,107.07,45.0,56.54,229.57,12.85
2026-04-18,RDS,91.72,55.77,77.7,163.8,10.39
2026-04-19,Lambda,109.49,55.21,62.91,190.23,9.58
2026-04-20,RDS,103.04,47.31,52.03,177.4,8.57
2026-04-21,Lambda,77.26,66.22,67.26,160.53,7.52
2026-04-22,EC2,123.21,65.87,43.47,199.65,7.94
2026-04-23,Lambda,126.94,15.03,70.22,189.22,5.95
2026-04-24,EC2,90.81,76.09,66.13,181.41,9.77
2026-04-25,Lambda,94.18,16.75,55.38,163.58,4.95
2026-04-26,Lambda,104.29,70.65,47.42,215.98,10.57
2026-04-27,S3,105.02,72.53,46.7,282.68,9.89
2026-04-28,EC2,109.88,28.18,68.02,206.99,10.44
2026-04-29,S3,130.15,41.78,78.43,249.81,8.43
2026-04-30,EC2,97.35,27.89,50.44,130.49,19.23
2026-05-01,S3,88.03,45.7,66.88,207.89,14.08
2026-05-02,RDS,79.31,43.84,28.69,145.13,6.27
2026-05-03,Lambda,89.04,65.59,51.23,126.15,10.7
2026-05-04,EC2,99.5,76.21,59.53,163.03,8.18
2026-05-05,EC2,1034.131873829848,99.14821902676464,46.35,259.59,6.96
2026-05-06,Lambda,92.24,38.76,45.95,247.5,5.98
2026-05-07,EC2,103.36,45.82,49.98,212.15,11.3
2026-05-08,EC2,99.75,16.33,64.38,123.36,7.96
2026-05-09,S3,117.83,33.88,57.19,190.19,12.9
2026-05-10,EC2,137.9,69.3,26.43,215.09,12.98
2026-05-11,RDS,92.04,82.31,28.19,208.78,14.12
2026-05-12,RDS,92.66,25.31,50.9,107.81,7.44
2026-05-13,Lambda,115.66,38.15,66.87,155.48,11.43
2026-05-14,EC2,110.23,49.47,18.79,196.8,11.9
2026-05-15,Lambda,127.7,55.6,52.5,226.81,8.58
2026-05-16,RDS,108.76,33.81,52.11,90.19,7.68
2026-05-17,EC2,664.4684421978412,97.04463617878336,80.83,191.89,14.83
2026-05-18,EC2,108.86,40.52,54.22,207.15,10.68
2026-05-19,Lambda,116.63,49.71,65.74,242.48,11.91
2026-05-20,RDS,112.31,60.93,62.12,234.64,7.53
2026-05-21,EC2,107.61,50.13,28.04,229.13,6.34
2026-05-22,Lambda,116.0,41.27,71.52,160.0,8.29
2026-05-23,RDS,117.54,47.81,63.23,104.6,9.63
2026-05-24,Lambda,120.73,48.23,67.62,180.35,6.81
2026-05-25,S3,109.73,42.6,100.0,250.08,9.97
2026-05-26,EC2,97.49,44.82,28.74,269.67,4.93
2026-05-27,S3,102.2,81.97,85.87,235.53,6.64
2026-05-28,RDS,118.1,61.22,55.69,221.47,12.01
2026-05-29,S3,87.75,44.09,64.31,218.98,11.81
2026-05-30,S3,105.53,63.94,59.32,172.19,8.82
2026-05-31,RDS,94.1,43.32,53.64,193.5,6.95
2026-06-01,Lambda,100.43,73.46,51.45,283.45,6.92
2026-06-02,S3,119.18,57.39,64.94,152.87,8.88
2026-06-03,Lambda,102.87,47.85,37.24,280.74,11.93
2026-06-04,S3,100.7,58.95,71.26,183.9,12.78
2026-06-05,Lambda,79.6,18.58,53.76,266.27,8.51
2026-06-06,RDS,111.19,27.46,43.05,129.66,6.54
2026-06-07,S3,109.68,26.12,53.25,229.3,10.8
2026-06-08,RDS,132.45,52.86,78.86,163.16,7.53
2026-06-09,S3,95.38,84.65,51.97,129.24,8.45
2026-06-10,RDS,103.29,94.63,65.38,210.93,13.98
2026-06-11,RDS,103.74,62.76,49.04,250.47,12.48
2026-06-12,S3,123.66,60.02,71.37,157.75,10.47
2026-06-13,S3,98.57,13.98,70.28,125.05,6.18
2026-06-14,S3,104.19,39.15,87.73,195.41,10.63
2026-06-15,EC2,109.12,34.24,57.37,195.63,13.19
2026-06-16,Lambda,102.8,37.58,70.03,227.42,8.87
2026-06-17,EC2,93.3,46.64,61.47,247.48,14.05
2026-06-18,EC2,102.91,40.56,79.44,197.03,13.88
2026-06-19,RDS,116.1,10.41,49.22,292.78,14.99
2026-06-20,S3,84.6,64.96,71.18,211.21,10.92
2026-06-21,Lambda,101.99,28.55,57.08,182.68,11.76
2026-06-22,RDS,89.5,54.78,59.04,119.42,14.24
2026-06-23,EC2,117.93,91.48,61.38,186.87,11.34
2026-06-24,S3,77.15,31.61,63.78,183.18,8.5
2026-06-25,RDS,91.62,0.0,58.26,248.02,8.65
2026-06-26,S3,105.66,44.28,63.22,223.12,10.72
2026-06-27,RDS,123.48,72.02,83.67,141.03,6.13
2026-06-28,S3,608.0181693271719,98.89765840911967,74.78,208.61,9.57
2026-06-29,EC2,91.67,25.41,73.04,233.58,13.29
2026-06-30,Lambda,128.22,59.93,53.17,276.4,3.43
2026-07-01,EC2,78.28,40.69,46.66,244.38,14.6
2026-07-02,Lambda,67.02,47.88,74.33,238.04,13.37
2026-07-03,S3,106.6,100.0,73.14,203.0,8.62
2026-07-04,RDS,92.47,19.94,82.09,219.42,11.63
2026-07-05,EC2,84.68,55.07,50.94,262.48,10.01
2026-07-06,Lambda,110.63,59.35,56.56,133.36,13.69
2026-07-07,EC2,103.66,71.72,35.41,182.53,12.95
2026-07-08,Lambda,91.54,51.96,54.11,161.37,5.8
2026-07-09,EC2,80.8,56.16,74.95,218.96,11.76
2026-07-10,Lambda,113.09,42.17,53.0,261.51,9.38
2026-07-11,Lambda,109.75,55.38,69.61,170.15,10.25
2026-07-12,S3,98.51,43.14,57.14,80.48,7.82
2026-07-13,Lambda,127.7,62.43,64.86,179.39,15.24
2026-07-14,S3,83.95,42.61,42.78,245.67,13.12
2026-07-15,Lambda,77.12,57.54,61.28,226.88,7.78
2026-07-16,RDS,89.62,49.41,15.13,221.41,6.0
2026-07-17,RDS,99.32,72.52,57.2,186.0,8.84
2026-07-18,RDS,103.65,48.97,35.54,136.05,11.3
2026-07-19,Lambda,96.38,14.54,78.09,225.76,10.72
2026-07-20,S3,105.28,75.24,71.66,158.29,13.76
2026-07-21,S3,81.23,31.89,67.0,309.2,12.37
2026-07-22,Lambda,121.66,36.92,82.82,228.53,12.91
2026-07-23,RDS,98.77,38.09,45.77,170.97,10.98
2026-07-24,RDS,116.76,77.49,86.21,169.43,5.83
2026-07-25,S3,105.14,7.29,73.98,195.35,9.41
2026-07-26,RDS,106.85,100.0,56.45,188.02,13.18
2026-07-27,EC2,108.55,71.12,77.03,255.84,9.85
2026-07-28,S3,106.72,54.46,43.41,209.32,11.51
2026-07-29,RDS,109.64,48.9,47.63,163.42,9.04
2026-07-30,S3,119.94,55.71,50.87,294.52,6.91
2026-07-31,EC2,102.95,60.42,52.07,202.47,9.63
2026-08-01,S3,110.64,62.9,44.15,238.44,10.93
2026-08-02,S3,98.65,61.11,78.35,169.59,8.03
2026-08-03,S3,121.6,51.79,56.12,218.16,9.29
2026-08-04,S3,89.85,46.05,65.29,215.56,7.18
2026-08-05,EC2,127.01,46.97,51.44,105.52,13.36
2026-08-06,Lambda,99.4,46.1,32.69,300.76,9.12
2026-08-07,S3,78.54,72.68,64.05,264.53,14.36
2026-08-08,S3,101.92,61.87,31.32,180.14,14.59
2026-08-09,RDS,89.78,0.0,58.97,144.89,9.76
2026-08-10,S3,112.61,63.12,39.48,217.38,6.97
2026-08-11,RDS,90.21,53.89,89.81,204.33,3.74
2026-08-12,Lambda,93.31,49.63,73.67,217.78,5.58
2026-08-13,EC2,71.66,42.23,61.59,209.58,5.88
2026-08-14,EC2,93.22,72.48,78.96,225.31,14.14
2026-08-15,Lambda,63.64,68.95,47.31,272.37,10.35
2026-08-16,EC2,76.24,34.54,68.15,228.41,11.17
2026-08-17,Lambda,111.41,58.14,63.0,147.52,3.34
2026-08-18,Lambda,111.79,30.57,63.96,268.13,6.41
2026-08-19,Lambda,106.38,22.41,79.09,282.03,12.66
2026-08-20,EC2,509.3101921077028,96.26293003342361,70.99,357.6,10.86
2026-08-21,RDS,99.28,67.25,64.33,143.83,9.56
2026-08-22,Lambda,99.95,69.06,35.18,212.14,11.69
2026-08-23,S3,82.62,60.26,45.6,95.9,14.91
2026-08-24,EC2,122.55,64.5,58.16,227.66,9.34
2026-08-25,Lambda,113.16,60.32,61.4,172.59,10.21
2026-08-26,Lambda,96.69,37.17,43.05,296.17,10.58
2026-08-27,S3,100.4,58.64,96.18,161.27,17.18
2026-08-28,RDS,804.9475294783001,99.4704976805308,82.75,115.54,3.7
2026-08-29,RDS,69.37,65.09,69.03,176.44,12.05
2026-08-30,RDS,96.29,73.78,61.08,101.23,9.66
2026-08-31,Lambda,89.77,64.17,56.82,237.55,11.7
2026-09-01,Lambda,631.1258347414254,97.02326870824275,45.72,96.75,8.03
2026-09-02,Lambda,95.78,71.4,61.16,201.42,9.85
2026-09-03,EC2,126.97,49.47,63.87,96.11,12.13
2026-09-04,S3,109.61,32.36,41.37,183.99,19.34
2026-09-05,Lambda,608.9229801913523,98.94520302101023,65.01,282.17,12.42
2026-09-06,S3,108.59,35.1,57.67,218.03,7.46
2026-09-07,S3,120.99,36.5,31.38,156.83,8.73
2026-09-08,RDS,113.87,47.11,47.09,198.44,8.64
2026-09-09,EC2,100.89,34.15,53.8,200.9,4.61
2026-09-10,Lambda,90.3,43.84,88.32,223.63,9.01
2026-09-11,RDS,110.47,12.13,68.35,131.66,12.2
2026-09-12,RDS,105.9,54.27,39.97,229.63,6.18
2026-09-13,Lambda,113.43,50.02,67.29,64.78,13.15
2026-09-14,S3,109.53,33.66,36.79,168.51,11.46
2026-09-15,RDS,115.74,63.18,76.24,175.59,7.8
2026-09-16,S3,91.97,68.75,52.93,231.67,9.58
2026-09-17,EC2,119.76,17.85,58.6,201.13,14.79
2026-09-18,S3,102.96,34.75,79.89,129.72,12.2
2026-09-19,EC2,131.13,34.62,40.69,150.75,10.03
2026-09-20,S3,89.66,31.2,39.04,209.93,9.29
2026-09-21,RDS,126.04,66.59,51.25,196.05,10.23
2026-09-22,RDS,102.97,46.12,75.58,171.04,8.46
2026-09-23,EC2,90.23,44.71,37.21,175.96,3.69
2026-09-24,Lambda,92.74,9.92,17.52,234.81,16.13
2026-09-25,EC2,95.19,62.71,53.23,174.12,10.47
2026-09-26,EC2,106.36,25.21,68.28,195.6,11.19
2026-09-27,S3,107.84,51.2,78.0,308.5,9.83
2026-09-28,S3,91.39,55.55,53.05,128.82,7.79
2026-09-29,EC2,99.63,77.21,53.83,107.41,9.44
2026-09-30,RDS,132.13,23.82,77.31,239.18,5.2
2026-10-01,S3,125.91,0.0,31.95,166.07,16.83
2026-10-02,Lambda,106.54,53.68,54.17,184.09,6.3
2026-10-03,S3,100.57,86.01,62.86,160.94,6.9
2026-10-04,S3,101.8,74.78,66.74,187.01,8.68
2026-10-05,Lambda,109.2,54.19,52.35,279.93,13.86
2026-10-06,EC2,84.66,40.17,60.52,240.11,10.04
2026-10-07,Lambda,96.14,66.14,22.68,243.11,6.29
2026-10-08,EC2,74.97,30.53,50.13,129.19,13.76
2026-10-09,EC2,105.99,59.53,66.8,142.44,12.19
2026-10-10,EC2,109.71,60.11,45.27,58.05,11.62
2026-10-11,Lambda,92.75,71.2,60.88,159.53,12.15
2026-10-12,EC2,123.61,100.0,66.7,247.84,17.18
2026-10-13,RDS,81.61,57.85,54.86,225.85,16.56
2026-10-14,Lambda,78.03,39.82,62.56,188.92,7.94
2026-10-15,RDS,103.37,49.49,45.56,198.88,14.87
2026-10-16,EC2,115.71,14.62,56.9,165.56,11.15
2026-10-17,S3,125.26,36.11,69.15,210.24,11.5
2026-10-18,EC2,93.12,41.81,62.35,238.29,4.92
2026-10-19,RDS,865.6266686571836,97.24799453003868,51.2,119.21,9.49
2026-10-20,RDS,99.42,53.05,63.36,214.98,7.56
2026-10-21,Lambda,97.41,33.55,70.72,246.62,12.48
2026-10-22,S3,113.25,72.42,29.25,179.24,13.21
2026-10-23,Lambda,109.78,50.0,77.39,235.04,3.78
2026-10-24,RDS,76.35,49.81,54.96,340.73,9.93
2026-10-25,EC2,122.15,43.44,66.38,194.78,13.37
2026-10-26,S3,120.7,53.1,77.96,219.67,9.44
2026-10-27,EC2,90.62,66.5,39.42,163.1,12.19
2026-10-28,EC2,105.94,32.66,49.36,209.06,11.05
2026-10-29,S3,107.41,36.84,55.67,223.01,11.02
2026-10-30,Lambda,103.91,43.93,48.24,209.74,9.19
2026-10-31,EC2,91.75,23.08,86.02,149.02,6.35
2026-11-01,RDS,89.93,33.61,47.15,210.32,6.64
2026-11-02,EC2,99.62,40.48,51.67,273.11,12.13
2026-11-03,S3,117.59,67.49,63.07,222.43,10.06
2026-11-04,S3,108.15,55.25,41.97,248.1,9.58
2026-11-05,S3,94.44,53.87,54.06,188.15,8.73
2026-11-06,Lambda,111.58,67.02,64.76,237.5,9.08
2026-11-07,EC2,57.27,47.25,55.01,213.96,13.14
2026-11-08,Lambda,117.23,57.81,58.6,152.45,8.99
2026-11-09,Lambda,73.9,47.94,52.06,215.93,5.98
2026-11-10,S3,94.56,55.31,37.28,150.42,12.23
2026-11-11,S3,83.2,38.34,64.82,168.36,9.39
2026-11-12,Lambda,80.58,1.22,86.32,209.47,10.09
2026-11-13,EC2,117.41,47.31,60.28,214.86,14.82
2026-11-14,RDS,586.4963059267262,96.75487811963046,63.38,140.54,9.94
2026-11-15,Lambda,105.2,68.52,70.39,252.7,10.87
2026-11-16,EC2,99.3,69.31,40.96,228.6,6.46
2026-11-17,S3,107.16,74.72,85.54,164.76,9.34
2026-11-18,S3,101.15,51.77,63.03,123.12,11.83
2026-11-19,EC2,80.76,53.95,84.48,192.75,5.33
2026-11-20,RDS,1032.383544870705,95.30608329071786,49.0,177.7,10.6
2026-11-21,S3,92.59,43.68,87.27,205.66,10.3
2026-11-22,S3,76.65,62.32,71.63,181.84,10.12
2026-11-23,S3,93.58,74.08,68.3,99.63,13.11
2026-11-24,EC2,122.51,47.21,63.51,180.58,11.0
2026-11-25,Lambda,112.75,41.0,56.27,184.72,14.43
2026-11-26,S3,94.77,50.01,78.01,231.68,7.02
2026-11-27,Lambda,94.76,62.02,62.11,165.09,10.41
2026-11-28,RDS,95.18,21.12,30.49,283.93,10.25
2026-11-29,S3,131.15,4.08,43.24,104.42,6.79
2026-11-30,S3,576.3799665619215,99.94608341710293,57.21,265.56,12.87
2026-12-01,RDS,106.45,25.59,64.65,188.78,16.97
2026-12-02,S3,115.45,39.84,59.15,242.98,9.95
2026-12-03,Lambda,103.58,47.04,78.28,203.99,11.52
2026-12-04,EC2,96.11,40.94,30.73,256.98,10.25
2026-12-05,Lambda,97.05,79.05,62.15,180.63,7.86
2026-12-06,EC2,98.93,56.53,32.73,145.07,4.54
2026-12-07,EC2,99.44,56.01,71.4,271.03,7.88
2026-12-08,Lambda,110.91,62.44,58.58,194.33,5.82
2026-12-09,Lambda,100.78,27.22,66.29,211.08,15.11
2026-12-10,Lambda,110.99,70.78,47.04,261.74,9.65
2026-12-11,Lambda,98.79,48.48,79.19,148.4,8.96
2026-12-12,RDS,101.18,63.41,75.63,229.77,12.67
2026-12-13,S3,70.03,28.56,68.75,170.51,6.63
2026-12-14,EC2,113.74,18.92,58.06,193.39,7.7
2026-12-15,Lambda,105.2,66.36,68.7,203.61,10.2
2026-12-16,Lambda,114.97,57.53,49.4,124.99,13.09
2026-12-17,Lambda,56.56,31.96,72.83,161.06,11.51
2026-12-18,RDS,131.33,32.61,84.74,267.55,10.74
2026-12-19,Lambda,97.91,72.51,76.06,244.31,10.23
2026-12-20,Lambda,116.62,26.21,49.06,196.87,11.2
2026-12-21,Lambda,84.4,82.85,65.42,212.16,10.6
2026-12-22,S3,109.19,31.99,40.6,185.29,6.91
2026-12-23,RDS,84.2,62.77,68.59,267.83,10.14
2026-12-24,Lambda,90.64,43.43,66.76,189.98,6.78
2026-12-25,EC2,128.71,62.06,31.95,211.59,10.24
2026-12-26,EC2,97.14,39.12,42.57,257.3,8.56
2026-12-27,EC2,103.26,46.74,55.75,161.13,17.62
2026-12-28,RDS,113.05,50.82,55.49,277.94,9.88
2026-12-29,RDS,107.44,29.96,41.86,123.48,5.79
2026-12-30,EC2,102.26,64.82,65.83,281.48,9.6
2026-12-31,Lambda,105.47,39.74,63.77,181.37,11.56
2027-01-01,RDS,136.05,45.43,57.09,187.87,15.02
2027-01-02,EC2,99.14,30.11,48.66,105.5,8.23
2027-01-03,EC2,103.02,0.0,75.73,177.26,5.25
2027-01-04,Lambda,115.76,46.18,84.83,148.01,12.45
2027-01-05,S3,116.58,98.25,52.75,169.62,5.86
2027-01-06,RDS,117.81,65.69,50.82,193.13,8.69
2027-01-07,Lambda,109.58,49.61,67.37,247.89,9.23
2027-01-08,EC2,82.85,44.74,54.63,210.38,9.79
2027-01-09,EC2,124.5,50.45,57.91,215.38,12.07
2027-01-10,Lambda,82.8,60.94,71.09,145.22,7.95
2027-01-11,RDS,104.54,26.38,31.36,155.96,9.18
2027-01-12,S3,88.69,72.29,79.77,289.94,9.96
2027-01-13,S3,542.4506655952647,98.31895811970722,61.09,163.24,10.45
2027-01-14,EC2,104.93,64.36,53.83,282.81,10.29
2027-01-15,RDS,104.82,58.77,58.66,187.85,11.31
2027-01-16,S3,106.33,50.39,59.44,200.11,12.53
2027-01-17,RDS,124.21,63.46,34.03,253.52,11.18
2027-01-18,RDS,106.8,61.84,82.42,263.59,11.36
2027-01-19,EC2,96.34,42.92,60.62,194.46,5.25
2027-01-20,S3,114.46,38.53,66.65,180.59,10.15
2027-01-21,Lambda,117.84,52.04,74.27,197.2,11.44
2027-01-22,EC2,81.59,80.98,44.68,216.9,12.19
2027-01-23,S3,108.96,25.22,67.1,244.57,7.92
2027-01-24,S3,110.52,20.65,55.99,200.21,8.02
2027-01-25,S3,95.54,53.3,72.7,230.94,8.28
2027-01-26,S3,120.64,51.02,28.09,281.92,11.61
2027-01-27,S3,97.75,53.47,58.51,219.07,13.1
2027-01-28,RDS,101.88,54.88,50.96,215.58,8.78
2027-01-29,EC2,97.4,45.54,66.48,124.05,12.72
2027-01-30,RDS,100.23,79.8,67.05,68.46,10.37
2027-01-31,Lambda,83.56,17.98,49.39,219.42,9.63
2027-02-01,S3,620.493713170215,97.32427390406636,49.32,195.26,9.37
2027-02-02,EC2,123.92,47.93,58.34,174.26,12.24
2027-02-03,S3,87.3,17.14,46.55,212.18,10.98
2027-02-04,EC2,85.13,46.48,72.63,196.98,16.83
2027-02-05,RDS,67.7,83.23,54.46,256.39,7.44
2027-02-06,EC2,90.42,50.42,16.4,204.31,11.55
2027-02-07,Lambda,80.15,54.61,54.38,162.65,8.41
2027-02-08,Lambda,124.63,24.8,44.42,249.51,7.39
2027-02-09,EC2,115.15,37.67,35.53,189.14,9.97
2027-02-10,EC2,89.68,42.5,41.44,226.33,10.41
2027-02-11,EC2,133.79,43.65,61.64,176.13,18.75
2027-02-12,EC2,114.73,75.63,79.93,167.51,9.45
2027-02-13,Lambda,95.13,61.15,64.7,204.21,6.61
2027-02-14,S3,62.51,27.77,50.9,200.64,10.82
2027-02-15,EC2,134.36,54.93,66.84,223.99,3.78
2027-02-16,EC2,79.16,59.96,53.11,186.57,9.72
2027-02-17,Lambda,75.32,72.8,49.58,108.18,10.05
2027-02-18,Lambda,115.34,81.61,42.68,178.36,12.38
2027-02-19,RDS,136.6,29.7,33.72,239.69,12.92
2027-02-20,EC2,120.76,33.78,54.15,185.13,8.49
2027-02-21,RDS,108.46,24.85,62.37,187.68,9.55
2027-02-22,Lambda,705.5326318987808,99.72836768525403,58.55,249.32,7.7
2027-02-23,Lambda,112.8,59.33,53.76,164.4,6.62
2027-02-24,S3,111.38,69.75,45.81,122.86,10.93
2027-02-25,EC2,104.22,48.48,69.12,191.97,6.18
2027-02-26,RDS,101.56,43.6,40.24,175.79,8.76
2027-02-27,Lambda,99.06,53.04,71.64,151.69,7.01
2027-02-28,Lambda,88.69,33.3,44.97,191.23,11.65
2027-03-01,RDS,95.79,91.79,48.71,224.58,15.4
2027-03-02,S3,74.61,17.85,38.0,199.54,6.1
2027-03-03,Lambda,98.52,53.69,52.48,215.35,4.44
2027-03-04,EC2,85.17,90.47,74.63,290.67,9.63
2027-03-05,Lambda,83.45,50.14,67.73,182.86,10.05
2027-03-06,EC2,102.7,46.2,74.68,213.92,10.66
2027-03-07,RDS,120.88,42.85,67.83,174.54,8.66
2027-03-08,EC2,113.77,46.39,43.44,157.68,9.4
2027-03-09,RDS,76.44,77.46,55.04,170.75,11.1
2027-03-10,EC2,85.16,5.76,48.3,176.06,13.12
2027-03-11,RDS,114.11,80.67,79.96,217.97,4.13
2027-03-12,EC2,85.26,21.52,42.05,317.45,8.89
2027-03-13,S3,96.63,44.67,73.41,164.2,10.64
2027-03-14,EC2,108.25,41.42,73.39,179.17,7.25
2027-03-15,EC2,85.47,61.77,87.44,196.84,15.19
2027-03-16,S3,101.58,18.04,53.85,219.79,8.09
2027-03-17,Lambda,79.99,59.24,70.68,213.18,9.88
2027-03-18,Lambda,90.98,90.49,94.22,264.2,11.67
2027-03-19,EC2,104.8,22.74,50.74,78.68,8.23
2027-03-20,S3,76.11,53.79,36.97,80.65,4.46
2027-03-21,EC2,106.61,36.76,31.8,175.21,8.71
2027-03-22,RDS,532.3113088796933,98.67760352896791,70.69,254.87,13.09
2027-03-23,RDS,108.29,50.38,31.75,121.72,8.99
2027-03-24,EC2,103.36,37.17,54.42,49.62,7.46
2027-03-25,Lambda,120.46,59.76,66.56,228.56,12.78
2027-03-26,Lambda,101.88,86.09,62.78,212.18,9.01
2027-03-27,EC2,93.56,46.18,66.38,145.49,8.47
2027-03-28,EC2,101.83,64.4,63.33,150.72,10.45
2027-03-29,RDS,108.15,24.13,79.18,151.51,12.31
2027-03-30,Lambda,100.73,30.87,45.72,205.53,17.15
2027-03-31,EC2,100.61,59.45,49.85,168.68,12.48
2027-04-01,RDS,89.47,79.68,48.41,224.7,13.48
2027-04-02,Lambda,90.06,57.11,72.45,57.27,8.48
2027-04-03,S3,78.96,43.74,73.51,157.16,6.92
2027-04-04,RDS,126.24,49.99,66.77,143.7,10.19
2027-04-05,Lambda,81.34,24.99,77.75,187.18,10.32
2027-04-06,Lambda,89.61,62.09,42.33,173.1,6.76
2027-04-07,RDS,89.22,67.65,85.01,239.89,9.47
2027-04-08,S3,113.42,40.96,82.85,107.03,11.2
2027-04-09,RDS,95.58,40.6,71.03,202.27,11.08
2027-04-10,Lambda,118.72,55.32,86.73,227.92,11.51
2027-04-11,EC2,89.9,41.27,35.15,292.83,10.87
2027-04-12,EC2,104.18,48.68,52.13,175.91,8.48
2027-04-13,RDS,87.47,91.99,48.97,216.22,8.46
2027-04-14,Lambda,132.18,45.06,70.82,109.81,6.4
2027-04-15,EC2,82.19,42.83,44.25,80.4,15.35
2027-04-16,Lambda,104.65,37.05,71.36,242.24,10.04
2027-04-17,RDS,109.51,64.88,80.56,199.72,9.33
2027-04-18,EC2,106.21,46.38,70.43,258.93,7.21
2027-04-19,Lambda,97.22,37.01,64.26,131.33,18.81
2027-04-20,EC2,98.05,76.43,45.18,226.0,6.78
2027-04-21,RDS,100.66,78.39,47.3,293.44,8.71
2027-04-22,Lambda,97.79,37.99,78.74,220.99,11.25
2027-04-23,EC2,114.46,12.67,71.69,213.83,11.8
2027-04-24,RDS,133.16,70.15,59.41,200.43,12.87
2027-04-25,EC2,91.64,36.31,53.73,121.46,15.42
2027-04-26,EC2,79.45,65.81,29.61,267.78,11.52
2027-04-27,S3,98.68,10.6,43.94,169.46,6.83
2027-04-28,S3,138.7,67.85,88.67,225.22,9.23
2027-04-29,RDS,87.94,25.78,40.79,121.85,10.92
2027-04-30,S3,124.59,64.62,62.84,141.03,16.2
2027-05-01,RDS,125.17,50.29,75.11,271.75,5.81
2027-05-02,S3,91.7,30.92,41.18,182.63,13.61
2027-05-03,EC2,108.53,41.86,62.77,272.66,10.54
2027-05-04,RDS,124.43,63.73,74.07,196.09,12.51
2027-05-05,RDS,94.31,52.12,60.19,107.91,9.69
2027-05-06,EC2,96.95,61.69,100.0,244.6,7.47
2027-05-07,RDS,91.27,89.53,34.97,170.51,12.25
2027-05-08,RDS,84.78,18.72,75.88,234.93,11.96
2027-05-09,S3,90.26,82.34,57.41,201.26,12.92
2027-05-10,RDS,81.64,52.09,71.58,122.84,9.96
2027-05-11,Lambda,100.51,32.02,66.62,208.21,8.2
2027-05-12,EC2,88.45,23.39,49.0,309.81,5.32
2027-05-13,S3,103.51,46.22,63.43,224.65,12.46
2027-05-14,S3,76.66,68.43,32.13,197.12,11.27
2027-05-15,Lambda,104.96,47.45,69.05,253.77,7.1
2027-05-16,EC2,112.5,80.22,64.47,210.53,8.38
2027-05-17,EC2,70.09,20.98,69.58,210.48,8.6
2027-05-18,S3,105.61,49.76,75.87,145.42,5.55
2027-05-19,RDS,118.42,24.95,65.51,211.69,7.55
2027-05-20,S3,81.86,57.27,62.22,251.77,6.6
2027-05-21,EC2,125.09,67.74,46.78,158.2,8.76
2027-05-22,Lambda,106.29,41.58,49.32,271.22,7.78
2027-05-23,S3,89.42,0.0,77.8,195.41,5.12
2027-05-24,EC2,99.16,53.98,81.55,155.61,16.07
2027-05-25,S3,639.2019712328131,95.56693547776287,56.43,249.88,13.76
2027-05-26,RDS,101.14,58.09,60.69,185.66,7.66
2027-05-27,S3,108.08,74.72,46.43,237.98,10.82
2027-05-28,S3,86.19,28.58,77.59,185.41,11.25
2027-05-29,EC2,102.54,63.6,69.98,197.01,13.57
2027-05-30,EC2,78.79,73.85,89.12,224.68,7.54
2027-05-31,EC2,98.33,14.43,46.83,214.54,13.28
2027-06-01,S3,86.44,56.39,54.33,100.22,8.36
2027-06-02,RDS,88.97,39.92,63.47,143.94,5.99
2027-06-03,Lambda,118.54,48.37,69.7,246.47,12.17
2027-06-04,Lambda,116.37,56.95,56.76,193.39,13.87
2027-06-05,EC2,109.14,40.26,46.91,173.81,17.76
2027-06-06,EC2,83.62,36.49,73.22,132.07,6.4
2027-06-07,S3,95.25,50.68,70.82,146.01,12.1
2027-06-08,Lambda,118.2,28.26,46.26,98.91,8.77
2027-06-09,EC2,102.13,28.28,80.33,194.94,12.35
2027-06-10,RDS,134.79,63.59,77.55,170.08,5.59
2027-06-11,RDS,105.9,27.02,62.01,151.67,6.21
